Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Log return,Log return,Log return,Log return,Log return
2005-01-13,1.0466878414154053,2.130000114440918,4.831948757171631,18.130516052246094,0.1638171374797821,1.1159671419388222,2.2290000915527344,4.882907236527725,18.496300262686525,0.16809532476844025,1.0456382308816539,2.117000102996826,4.800284587697296,18.05459797851243,0.1589264806743866,1.1053199767734174,2.122499942779541,4.833185316894293,18.413481742592204,0.16251791458884107,3164716800,347872000,275002929,89861600,898764000,0.06419497582141656,-0.0002558554830105475,-0.019227338231570634,0.007067216442123159,0.010317853683968314
2005-01-14,1.0526856184005737,2.2274999618530273,4.946730613708496,18.026979446411133,0.16435176134109497,1.0754789397326507,2.2330000400543213,4.947719482635677,18.254732189551586,0.16725554142646581,1.037540691082053,2.118000030517578,4.802263872671569,17.97176670008544,0.16274720471953777,1.0534355119853223,2.1449999809265137,4.848522384387273,18.220223400363206,0.16687319184621463,1770742400,250660000,387057368,92180800,573912000,0.005713888851295701,0.023477020600824572,-0.0057269944941551465,0.04475782978789966,0.003258226700942446
2005-01-18,1.0594335794448853,2.2290000915527344,5.043947696685791,18.16501808166504,0.16694922745227814,1.0601834728311803,2.25,5.071653074007201,18.1857233636444,0.1673315768827078,1.0159462699240422,2.2074999809265137,4.914323944920881,17.83374146825275,0.16213558679912782,1.0474368869587538,2.2144999504089355,4.971466640843434,17.964872288036208,0.1625179225669014,1006460000,142632000,528878966,69146400,464556000,0.006389775738685696,0.019462172349765217,0.007628167221567228,0.0006732322398248503,0.015680721893386318
2005-01-19,1.047886848449707,2.197999954223633,4.88068151473999,17.930355072021484,0.1631295084953308,1.071579512669407,2.236999988555908,5.078580331688614,18.12360033069833,0.168095351688724,1.0459377865576793,2.1714999675750732,4.8660862259840245,17.88894584386774,0.16244183961308523,1.0570342253633085,2.2235000133514404,5.062501265929844,18.08909154359052,0.16771393127654785,751895200,147934000,451995865,58114100,336492000,-0.010958795255822593,-0.0329041838628088,-0.013002570428043203,-0.014005260322130675,-0.0231453229786589
2005-01-20,1.0565845966339111,2.118000030517578,4.7970685958862305,17.84754753112793,0.16351093351840973,1.0687315519079166,2.197999954223633,4.854707152287777,18.013185861421576,0.16748471759297942,1.0417394858683549,2.0820000171661377,4.749573523684121,17.76472770779289,0.15984339792254548,1.0444384422074526,2.0855000019073486,4.761941963003969,17.833744007842686,0.15984339792254548,914922400,256612000,361413608,58380100,640080000,0.008266016370751722,-0.017279842609425833,-0.004628985084746073,-0.037075573567164954,0.0023354437931477623
2005-01-21,1.0570344924926758,2.058000087738037,4.657549858093262,17.702613830566406,0.1638171374797821,1.0736792049604527,2.127500057220459,4.8326904597956135,18.033890503526656,0.16702623564523195,1.0496867175040439,2.0510001182556152,4.653592014853689,17.69571206866601,0.16320558336095725,1.0693310039467439,2.0994999408721924,4.812404914805708,17.909662738448926,0.16374012109123368,911332800,212054000,371724110,76501000,596352000,0.0004257113950888111,-0.029515493823731642,-0.008153802851869063,-0.0287375815433637,0.0018709305911823737
2005-01-24,1.0610827207565308,2.0190000534057617,4.470535755157471,17.716419219970703,0.15724585950374603,1.0763787023949127,2.0975000858306885,4.683524270186992,17.944172121161145,0.16526861357186548,1.0579336893922553,2.015500068664551,4.460640436601223,17.695713932089163,0.15632897215344738,1.064382111185852,2.072000026702881,4.667692423531647,17.7785337672387,0.16290030101951822,841629600,193918000,563010421,69010900,463704000,0.0038224826914325175,-0.0409812711576496,0.0007795464141393538,-0.01913231426223716,-0.04094022579082113
2005-01-25,1.0804270505905151,2.046999931335449,4.381481170654297,17.957971572875977,0.15999655425548553,1.0922733813635201,2.072000026702881,4.508136416548843,18.075298878170567,0.16221266524491224,1.0637823442074572,2.0225000381469727,4.360948408482994,17.771627973341687,0.1570166731736375,1.0702299643499957,2.0320000648498535,4.500715164485083,17.77852973440329,0.1579335607113339,969231200,180558000,427966132,67580700,439704000,0.0180665587022759,-0.020121423144384698,0.013542265984595403,0.013772907352869512,0.0173417145246213
2005-01-26,1.0834271907806396,2.066999912261963,4.681297779083252,17.951061248779297,0.1620594710111618,1.0909244251022319,2.0899999141693115,4.6855028398749825,18.061486740336996,0.16427558095053135,1.067981644762359,2.013000011444092,4.431697892370051,17.875143229692494,0.15785738489044504,1.0895749970027424,2.059000015258789,4.434666393444785,17.99247047901951,0.16053101615223767,739496800,154298000,494161321,64974500,429120000,0.0027729613715956197,0.0661885406721463,-0.0003848794377891984,0.009722965117427318,0.012811093774288462
2005-01-27,1.0892748832702637,2.115499973297119,4.6526031494140625,18.02007484436035,0.17504899203777313,1.093473625657058,2.119999885559082,4.671897933182636,18.054582311726506,0.1758127618186219,1.0729299899162774,2.056999921798706,4.581358648624739,17.840633118030247,0.16137181290060784,1.0820765672507318,2.063499927520752,4.669423866507615,17.909649369138055,0.16236480105670795,496227200,160768000,266089645,93204100,1002912000,0.005382888597048982,-0.006148494672606031,0.003837169895400727,0.023192940302905862,0.0771025163721264
2005-01-28,1.1093683242797852,2.1110000610351562,4.7085089683532715,18.06839942932129,0.17481982707977295,1.1093683242797852,2.1500000953674316,4.81636434430363,18.392774342468897,0.17642436985946572,1.0862751935670025,2.0764999389648438,4.609559568791232,17.916563299288224,0.1709991598748886,1.088974949696273,2.1045000553131104,4.700592334409793,18.316857593828857,0.1757367145235945,801612000,123048000,490158373,110466500,671052000,0.01827854595149296,0.011944410643305092,0.0026781189738169786,-0.0021293807763989037,-0.0013100052262500217
2005-01-31,1.1531556844711304,2.1610000133514404,4.839123249053955,18.137409210205078,0.1751251071691513,1.1680015946079694,2.1710000038146973,4.857428691760977,18.303047488187993,0.17841030666831076,1.1173168593562997,2.121500015258789,4.7426474281803985,18.054589413025614,0.17267977851108768,1.118366570174056,2.121999979019165,4.791380009912516,18.18572021006976,0.17627121280059593,1681097600,126406000,385306832,71442100,562968000,0.038711481619260274,0.027362266748042874,0.003812088007301373,0.023409285924016365,0.001744732596145715
2005-02-01,1.1626026630401611,2.124000072479248,4.74709939956665,18.213333129882812,0.1784103661775589,1.166201770987454,2.1635000705718994,4.864849630495025,18.240940178645594,0.17917505167314252,1.148357090864278,2.11899995803833,4.7156833935793045,18.096005805394068,0.17390295854491397,1.1554051478869773,2.1500000953674316,4.808447634549431,18.116711091966152,0.174972048136365,678395200,135230000,756384528,57981700,507180000,0.00815890914050299,-0.019199778630354825,0.004177302866198662,-0.017269946199479413,0.01858570821922889
2005-02-02,1.194093108177185,2.0940001010894775,5.094906806945801,18.261642456054688,0.1883438676595688,1.1982918499455022,2.177000045776367,5.363059373041038,18.289249502258397,0.18979529281464183,1.1650016328638946,2.0429999828338623,5.038010847566393,18.137414697267236,0.18016799644208203,1.168900557461382,2.1524999141693115,5.332138273721254,18.23403672622739,0.1854400882886737,1020062400,526472000,1316889593,79329500,2035404000,0.026725825105333056,0.07070759662766313,0.002648904003002883,-0.014224976779510401,0.054183050555393075
2005-02-03,1.1668009757995605,1.787500023841858,5.216119289398193,18.06839942932129,0.18635696172714233,1.1910940695723145,1.7944999933242798,5.27821059145793,18.220234242977863,0.18765618477449966,1.1596034632965018,1.7265000343322754,5.091195507241685,18.013186650139218,0.1837594173677933,1.186145435612507,1.7450000047683716,5.095648732214361,18.199530273519894,0.18635696172714233,731651200,1210372000,521471303,62545400,690120000,-0.023121196662892834,0.02351231883570959,-0.010638294876502918,-0.15825815179999325,-0.01060539181958764
2005-02-04,1.1822466850280762,1.7860000133514404,5.055327415466309,18.16501808166504,0.19705434143543243,1.1835962126776927,1.7990000247955322,5.139186630193327,18.199526884963973,0.19758887944545486,1.1626025036769285,1.7595000267028809,5.011789238433233,18.040789022541368,0.1863570368196173,1.1677013977376964,1.7825000286102295,5.107523405580299,18.06149430452073,0.18643313785008003,563556000,346094000,594993855,61246500,806448000,0.013150803271069295,-0.03131107327141058,0.005333136534495075,-0.0008395189942100867,0.05581555197964816
2005-02-07,1.1837464570999146,1.784500002861023,4.849263668060303,18.054595947265625,0.19468502700328827,1.1898942601945999,1.7920000553131104,5.105789862820779,18.15121798196401,0.2009510223110503,1.1621531158441691,1.777500033378601,4.83640032310356,17.985579644033997,0.19292828250199517,1.1835960980513707,1.7910000085830688,5.077590053826108,18.130514012458065,0.1972834868451566,524456800,142248000,520359150,57763400,521628000,0.0012677739812595457,-0.041615748586469214,-0.006097385599868499,-0.0008402243785767816,-0.012096529039422155
2005-02-08,1.2131375074386597,1.815000057220459,4.913829326629639,18.109806060791016,0.19659584760665894,1.2203350200810474,1.8259999752044678,4.9479666158681725,18.178822353863367,0.19972793033467995,1.181496541521989,1.7764999866485596,4.812158163404388,18.0545932896084,0.1928512951759119,1.185695382538864,1.7769999504089355,4.87227078460094,18.075298572442993,0.19346284948044745,890019200,192050000,460921194,61343700,455772000,0.024525612419378395,0.013226669025294457,0.003053287395971882,0.016947233691896213,0.00976707995561732
2005-02-09,1.1807469129562378,1.7944999933242798,4.73918342590332,17.99247932434082,0.18971917033195496,1.2294826705470905,1.840000033378601,4.987051364766178,18.158117643107175,0.19774190956954232,1.1711502606512865,1.7934999465942383,4.686740224020843,17.97177535723024,0.18872526672028891,1.2152371001485498,1.8224999904632568,4.966272331383534,18.116708392509672,0.19713035540076623,1191456000,158776000,689434520,77874800,783756000,-0.02706276967319851,-0.036188693580107234,-0.006499707608479621,-0.011359071357812778,-0.03560515858459712
2005-02-10,1.1750494241714478,1.7890000343322754,4.6501288414001465,17.985570907592773,0.19415047764778137,1.1888448199570738,1.8055000305175781,4.754767553716877,18.033881901475034,0.19514346587315218,1.1495571528737214,1.7764999866485596,4.582595917724497,17.944161672318817,0.19002449195480642,1.1804473352618963,1.8035000562667847,4.748830551758912,18.013177942025983,0.1907121607911878,1093019200,159648000,762154073,71796400,602376000,-0.004837005477503792,-0.018969920806708673,-0.00038403508741691184,-0.003069604168079332,0.023088588493097806
2005-02-11,1.2177867889404297,1.7890000343322754,4.635780334472656,17.9234561920166,0.1998048722743988,1.2260340149831506,1.7975000143051147,4.757488863151913,18.02698125358423,0.20125631070903857,1.1837467726320383,1.75,4.602879609585315,17.81303068829525,0.1922405709540923,1.1975421689601962,1.778499960899353,4.61747489588988,17.964866743193987,0.19292823967872177,1201054400,156834000,526606480,83835900,556512000,0.035724893997502505,-0.0030903852439920776,-0.0034595633769707312,0.0,0.028707735300477655
2005-02-14,1.269071340560913,1.8014999628067017,4.774063587188721,17.951061248779297,0.1956019103527069,1.2714704793470981,1.8315000534057617,4.776290436881638,18.0269792678661,0.20049258147026047,1.2303832004885398,1.774999976158142,4.477463026207868,17.88204498746181,0.19483815415118003,1.2405794902768597,1.7825000286102295,4.52322710801906,17.895848503000447,0.1997278962080423,1271463200,139662000,1548269624,58694000,432900000,0.04125030125455062,0.029393305506685063,0.0015389788730511,0.0069628068429267165,-0.021259727492472624
2005-02-15,1.325753927230835,1.8070000410079956,4.829474925994873,17.951065063476562,0.1973596066236496,1.3358006549984114,1.8224999904632568,4.943514532634349,18.054908213497512,0.20362468712940074,1.2896144977230752,1.787500023841858,4.7762900682295,17.902605014829273,0.19659583667144648,1.2995117673888292,1.8105000257492065,4.789152942111134,17.99952511212385,0.1969011697702951,2312217600,103554000,1035177611,76551600,748500000,0.0436958942135742,0.011539903474776958,2.125053670809507e-07,0.003048403743784789,0.00894595484482541
2005-02-16,1.3515459299087524,1.7829999923706055,4.908139228820801,17.854143142700195,0.19667190313339233,1.3525955401590022,1.8174999952316284,4.930897420196071,17.951063230096118,0.19957568214857996,1.3098582337549114,1.7790000438690186,4.806469019267614,17.77106783890572,0.19315748535309046,1.321854923539359,1.7964999675750732,4.816364338088001,17.90952623841746,0.19674800412953694,1639243200,104596000,663770685,57506600,466464000,0.019267771249344645,0.0161571433958394,-0.005413858059352794,-0.013370699702018318,-0.003490605048048101
2005-02-17,1.316757082939148,1.784500002861023,4.895523548126221,17.75722885131836,0.19491426646709442,1.3627929908156977,1.7925000190734863,4.941287147851616,17.902610361113023,0.1994225883839276,1.3113583708806136,1.7625000476837158,4.8685598227121085,17.72261489778699,0.19338672665004938,1.359344141792137,1.7869999408721924,4.893791133267528,17.79876585964354,0.1993464873787673,1518473600,105962000,418137429,67024800,1017408000,-0.02607711207720359,-0.0025736682187511573,-0.005442897884207376,0.0008409309493027095,-0.0089770712369599
2005-02-18,1.301761507987976,1.7654999494552612,4.8967604637146,17.63953399658203,0.2160026729106903,1.3175067645863632,1.787500023841858,4.91877653134446,17.7572232500782,0.2162318913657954,1.2933640244547162,1.7549999952316284,4.86484955019254,17.584150896138965,0.20408314929329946,1.3157072609267075,1.780500054359436,4.910613626840657,17.75030019746816,0.20989070906409354,1163254400,90594000,340708289,77091100,3132120000,-0.011453605054195848,0.00025263066174585624,-0.006650059440721279,-0.010704357794173003,0.10273097945190757
2005-02-22,1.278968334197998,1.7359999418258667,4.7339887619018555,17.466468811035156,0.21875329315662384,1.3241048881674458,1.7695000171661377,4.920260805679568,17.646464291456162,0.22379616682429682,1.278968334197998,1.7254999876022339,4.709746315975971,17.445700965118995,0.2126413301074523,1.294113257357372,1.7510000467300415,4.860892197921282,17.480314921937808,0.21455120584338402,1219293600,137114000,541369609,96419200,1420800000,-0.01766458937968468,-0.03380571944246147,-0.009859657820138423,-0.016850325029455604,0.012653797360557828
2005-02-23,1.323055386543274,1.7070000171661377,4.797811508178711,17.44569206237793,0.2116474211215973,1.3263538768295164,1.7484999895095825,4.810921598767606,17.549535200279806,0.21791341683067816,1.2828674618278493,1.659999966621399,4.666949768381355,17.4249229066227,0.20813300283321284,1.300411526019517,1.747499942779541,4.7817314956881125,17.473382949614432,0.2152388694778978,1345181600,210008000,625776806,83689400,1107840000,0.03388998457272896,0.013391740970173371,-0.0011902300281749767,-0.016846128859089315,-0.03302279729890145
2005-02-24,1.3335520029067993,1.7345000505447388,4.672639846801758,17.56338882446289,0.21722570061683655,1.3392497311241365,1.7424999475479126,4.696387381194169,17.611848888204403,0.21753101995785906,1.315557064195688,1.6829999685287476,4.50788898857315,17.411084257917903,0.20874451217207432,1.3268038633504153,1.6829999685287476,4.536089274463427,17.43185342256614,0.20874451217207432,1519028000,167784000,1036442333,85236300,695496000,0.007902312572245995,-0.026435688488114284,0.0067238100813846735,0.01598176269985596,0.02601512576908882
2005-02-25,1.33445143699646,1.749500036239624,4.597933292388916,17.480310440063477,0.22035785019397736,1.3482476332415756,1.7615000009536743,4.69811973631913,17.570307496980224,0.22150395598645756,1.322454744609403,1.7239999771118164,4.589027315012542,17.411081223738105,0.21516277449091753,1.3438986320394453,1.7359999418258667,4.679072168964683,17.535693549036278,0.21753108708515378,915510400,117646000,400435325,62467700,525132000,0.0006742376042562781,-0.01611727138594521,-0.0047414252367286025,0.008610836971401303,0.014315908650664122
2005-02-28,1.345398187637329,1.7589999437332153,4.650375843048096,17.418010711669922,0.22150401771068573,1.3537956706536163,1.7829999923706055,4.6968815669027135,17.56339225170124,0.22158103413955968,1.3184061349337006,1.7335000038146973,4.597438209505101,17.39724154296889,0.21737803024294738,1.3399993766730278,1.7359999418258667,4.601148835556822,17.45954772863403,0.21928882191585228,651610400,168458000,313908211,82728000,758064000,0.008169720738290864,0.011341124521583312,-0.0035703605513295322,0.005415380227601241,0.005187911293842218
2005-03-01,1.3346017599105835,1.7695000171661377,4.602632999420166,17.50107765197754,0.22096939384937286,1.3528957156182084,1.7704999446868896,4.693914407968445,17.591074698871214,0.2261653847010045,1.3244046709989477,1.7410000562667847,4.50219934396959,17.39723317883602,0.21875328338012873,1.349297408471072,1.753000020980835,4.682535311651681,17.43877149626756,0.2224978490737524,468188000,116380000,373844027,56394800,737148000,-0.008057079360849095,-0.010319511874938403,0.004757689899103745,0.005951596737022613,-0.002416525411520043
2005-03-02,1.323204755783081,1.774999976158142,4.580864429473877,17.487228393554688,0.21447516977787018,1.3462978901543943,1.7964999675750732,4.642460830879696,17.639531568700995,0.21974726346714266,1.3220055869671792,1.753499984741211,4.5605798286434,17.41799919742015,0.2131759461796314,1.3271036811559627,1.7695000171661377,4.599911996908701,17.438768352391637,0.21852414090096922,458161200,97434000,292512314,67739000,947460000,-0.008576300732987596,-0.004740810543272245,-0.0007916507377130344,0.0031033789908421205,-0.029830229501662364
2005-03-03,1.25332510471344,1.7825000286102295,4.626132965087891,17.424924850463867,0.2115713506937027,1.331901299880885,1.7979999780654907,4.644438404691123,17.521844947259275,0.21531500160538117,1.2362304269086852,1.7699999809265137,4.559343116414469,17.40415569239173,0.2084383523863375,1.3307021317477485,1.774999976158142,4.604364590206307,17.514921894568563,0.2139396772266366,1411653600,100512000,305484756,52183600,761292000,-0.05425653610977513,0.009833586012939044,-0.003569164513881784,0.004216479861587019,-0.01363167593566561
2005-03-04,1.2839164733886719,1.7925000190734863,4.59867525100708,17.424924850463867,0.21065448224544525,1.2899139162998332,1.815500020980835,4.632070415375784,17.514921894568563,0.21401669909108045,1.2551248232649066,1.784999966621399,4.578143907363094,17.397232639701016,0.20889680827208093,1.2824166872109246,1.7920000553131104,4.618464942959185,17.452615740789433,0.21218292409763315,756618800,110914000,271979640,63058200,593124000,0.02411504794989447,-0.005953033282891873,0.0,0.0055944147754225515,-0.004343030756941424
2005-03-07,1.2821171283721924,1.815999984741211,4.670660495758057,17.63260841369629,0.2127934694290161,1.2971125906291712,1.8200000524520874,4.690203917835162,17.85414210411578,0.21722570292235466,1.2701205383336462,1.7905000448226929,4.6266288333537835,17.417999095330465,0.21011983819621166,1.283616114004893,1.7970000505447388,4.645181965711429,17.42492214694705,0.2115712629914455,450632000,71718000,347995502,80407400,511176000,-0.0014024331638995136,0.015532222354385228,0.01184829470171156,0.0130249676443287,0.010102801859567023
2005-03-08,1.215537190437317,1.7914999723434448,4.581357955932617,17.58414649963379,0.2020200788974762,1.264422417123744,1.8214999437332153,4.696386883849775,17.73645097809999,0.21271737781913921,1.202641144807468,1.787500023841858,4.575669118948127,17.542609514796162,0.20064475502821694,1.2566252667630713,1.815500020980835,4.6778337545734345,17.58414649963379,0.21225894108360455,1021451200,95858000,323050350,52871800,1332384000,-0.05332660698181085,-0.01930504435307534,-0.0027522095532059865,-0.013583029451466277,-0.051954975279299154
2005-03-09,1.180147647857666,1.7699999809265137,4.486120223999023,17.5218448638916,0.1967480629682541,1.208039060556283,1.7964999675750732,4.567753529408294,17.701840271681874,0.20446549871933362,1.1645526463421412,1.7450000047683716,4.456682904270278,17.501077026355564,0.1961374240205245,1.1888449507216794,1.7869999408721924,4.556869341271704,17.57722796471651,0.20072184777040097,1322465200,148246000,456119263,62991800,910140000,-0.029546555174950112,-0.021007215547727442,-0.0035493486284279285,-0.01207370651546169,-0.026443050837102522
2005-03-10,1.1945430040359497,1.7454999685287476,4.452229976654053,17.60492515563965,0.19667190313339233,1.2074390445655934,1.7855000495910645,4.482409420453236,17.639539108283245,0.19911724537575487,1.1726498469857647,1.7285000085830688,4.388407680096684,17.48031281342245,0.1935389057317922,1.1855458875154083,1.7654999494552612,4.477709451834457,17.60492515563965,0.19735957195528636,777109200,117446000,440063306,59132900,689280000,0.01212413288695574,-0.007583146550852016,0.004730320870287574,-0.01393850627673865,-0.00038716812757511043
2005-03-11,1.207739233970642,1.7374999523162842,4.3983025550842285,17.369543075561523,0.1922406554222107,1.2173367893433424,1.743499994277954,4.4762252400112965,17.639535548927153,0.19873495514879852,1.1936441196373822,1.7024999856948853,4.382223488897551,17.348773915903635,0.1904829814780494,1.2059397298779824,1.7404999732971191,4.463609583179959,17.618767709706653,0.19842963567527253,632830800,160206000,322335682,60617900,732180000,0.010986521451761572,-0.012186405454073235,-0.013460426757544663,-0.004593758520073488,-0.022788873161177614
2005-03-14,1.2092392444610596,1.7300000190734863,4.32879114151001,17.38338851928711,0.19766493141651154,1.2233352611864372,1.7374999523162842,4.413144784584572,17.41107941067124,0.19850571779915188,1.1852467550632992,1.7000000476837158,4.268926685242376,17.279544045393948,0.19483818188495014,1.2152374919429176,1.7335000038146973,4.411413790409877,17.36261936042101,0.1962135061449434,605385200,108670000,447535208,65550500,572148000,0.0012412280013126276,-0.015930362618915783,0.0007967928933023671,-0.004325851478120479,0.02782533080450289
2005-03-15,1.2284330129623413,1.7089999914169312,4.41834020614624,17.24492645263672,0.19369205832481384,1.2338317244951753,1.7424999475479126,4.4527247128730645,17.47338187008137,0.2005686926578648,1.207139485609307,1.6950000524520874,4.3094950065331945,17.231080349655333,0.1935389272548601,1.2188363602440928,1.7289999723434448,4.336459681202264,17.376461790085777,0.19865881703271376,508608800,101412000,418446584,71469400,378108000,0.015747945696044402,0.020475785656746348,-0.007997085892763156,-0.012213020423645804,-0.020303761921970143
2005-03-16,1.2350308895111084,1.69350004196167,4.343880653381348,17.051101684570312,0.19040687382221222,1.2689206428623394,1.722000002861023,4.418339920667922,17.286480384208282,0.19598429953555807,1.2230350986751002,1.6799999475479126,4.3292853658609936,17.002641597075144,0.19032985740782665,1.2359311419248262,1.694000005722046,4.371091122733089,17.18263715094173,0.19292831772408467,697813200,107400000,285317446,74841400,535356000,0.005356597527800544,-0.016995998238364285,-0.011303164955376754,-0.009110981057414258,-0.017106345987516702
2005-03-17,1.2671221494674683,1.6985000371932983,4.4351606369018555,16.988786697387695,0.18849611282348633,1.286016541736077,1.722000002861023,4.4438184489328565,17.085706814737687,0.19170521234900845,1.2392298364455023,1.6790000200271606,4.348827839420579,16.98186364322876,0.18803766222689106,1.2455280005703462,1.6790000200271606,4.38172856705001,17.058014598101938,0.19101754328544612,801920000,97160000,331662510,60573200,442584000,0.025652323594441556,0.020795727021699406,-0.0036612961884525674,0.002948112462469621,-0.01008583866365087
2005-03-18,1.2884154319763184,1.7079999446868896,4.453713893890381,16.829557418823242,0.18467631936073303,1.3028112615175855,1.7139999866485596,4.462619870579381,17.244931383985488,0.18926074232561096,1.274619136690386,1.6825000047683716,4.410918793354811,16.80878957884946,0.18123800213707458,1.2995118710481293,1.7074999809265137,4.4232872319195495,16.98186195429728,0.18864918808434633,940150400,105894000,284663002,135904000,639012000,0.0166648109200096,0.004174495627609076,-0.00941680968594305,0.005577532465418922,-0.020472717429774967
2005-03-21,1.3106086254119873,1.683500051498413,4.474494457244873,16.7534122467041,0.19101747870445251,1.3187062939902374,1.7315000295639038,4.506404900289435,16.864178499538685,0.19147591548339396,1.2854161679189995,1.6770000457763672,4.38469776296465,16.718796967419614,0.18345317621332277,1.298312213918239,1.7105000019073486,4.434666905362603,16.857255443681787,0.18459928182333293,541128000,121688000,300470030,71446200,654456000,0.01707851283975237,0.004655043892896948,-0.004534756953601615,-0.014448072772572984,0.0337602677817459
2005-03-22,1.2845163345336914,1.6575000286102295,4.418093204498291,16.608016967773438,0.18757909536361694,1.3184060824007267,1.6970000267028809,4.500715858758495,16.801858410006187,0.19292820113321957,1.280017776052545,1.653499960899353,4.399540071476914,16.587247817393816,0.1868914267763781,1.3109079510340698,1.684999942779541,4.4819155084955815,16.746475329430655,0.19117052831252693,551415200,109814000,226112360,102113300,622992000,-0.020109374736812846,-0.012685173585199605,-0.008716425099268843,-0.015564529870125576,-0.018164337001880915
